Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1773061856,10,,Aggregated,4.700000,0.000000,15,27,31,34,58,82,140,260,280,280,280,151,0,15,29.604366886435656,5.226799985393882,277.4461000226438,209.04635761589404
1773061857,10,,Aggregated,5.100000,0.000000,14,24,31,34,58,82,140,260,280,280,280,159,0,14,28.5504496855509,5.226799985393882,277.4461000226438,211.16981132075472
1773061858,10,,Aggregated,5.000000,0.000000,13,24,30,33,55,77,140,260,280,280,280,165,0,13,27.81371090942147,5.226799985393882,277.4461000226438,210.0848484848485
1773061859,10,,Aggregated,4.700000,0.000000,13,24,30,33,55,77,140,260,280,280,280,167,0,13,27.641035928697644,5.226799985393882,277.4461000226438,210.2694610778443
1773061860,10,,Aggregated,5.100000,0.000000,13,24,30,33,58,82,140,260,280,280,280,169,0,13,28.042494675513776,5.226799985393882,277.4461000226438,209.31360946745562
1773061861,10,,Aggregated,5.200000,0.000000,13,21,30,33,55,82,140,260,280,280,280,175,0,13,27.423160571738013,5.226799985393882,277.4461000226438,210.75428571428571
1773061862,10,,Aggregated,5.000000,0.000000,13,21,29,32,54,77,140,260,280,280,280,185,0,13,26.486619459968562,5.226799985393882,277.4461000226438,208.76216216216216
1773061863,10,,Aggregated,5.000000,0.000000,13,20,28,32,54,77,140,260,280,280,280,189,0,13,26.14040582110642,5.226799985393882,277.4461000226438,207.71428571428572
1773061864,10,,Aggregated,4.600000,0.000000,13,20,28,31,52,77,140,260,280,280,280,192,0,13,25.92739739642032,5.226799985393882,277.4461000226438,208.921875
1773061865,10,,Aggregated,5.400000,0.000000,13,18,27,31,51,77,120,250,280,280,280,202,0,13,25.105028712342836,5.226799985393882,277.4461000226438,204.23267326732673
1773061866,10,,Aggregated,4.700000,0.000000,13,18,27,30,51,77,120,250,280,280,280,206,0,13,24.819348057171386,5.226799985393882,277.4461000226438,202.48058252427185
1773061867,10,,Aggregated,5.500000,0.000000,13,18,27,30,50,77,120,250,280,280,280,214,0,13,24.307414952439263,5.118099972605705,277.4461000226438,202.39719626168224
1773061868,10,,Aggregated,5.500000,0.000000,13,17,25,30,50,77,120,250,280,280,280,218,0,13,24.033156880433886,5.118099972605705,277.4461000226438,200.95871559633028
1773061869,10,,Aggregated,5.100000,0.000000,13,17,25,30,50,70,120,250,280,280,280,224,0,13,23.715522767036287,5.118099972605705,277.4461000226438,198.61160714285714
1773061870,10,,Aggregated,5.300000,0.000000,13,17,24,29,50,70,120,250,280,280,280,231,0,13,23.286741990918593,5.118099972605705,277.4461000226438,196.04329004329006
1773061871,10,,Aggregated,5.300000,0.000000,13,17,24,29,50,70,120,250,280,280,280,233,0,13,23.188681973747972,5.118099972605705,277.4461000226438,196.56223175965664
1773061872,10,,Aggregated,5.800000,0.000000,13,17,24,30,50,70,120,250,280,280,280,234,0,13,23.374276922749054,5.118099972605705,277.4461000226438,196.23504273504273
1773061873,10,,Aggregated,6.000000,0.000000,13,17,23,28,50,70,120,250,280,280,280,242,0,13,23.0340702475572,5.118099972605705,277.4461000226438,195.09504132231405
1773061874,10,,Aggregated,5.200000,0.000000,13,17,23,28,50,70,120,250,280,280,280,248,0,12,22.884320161181442,5.118099972605705,277.4461000226438,193.68548387096774
1773061875,10,,Aggregated,4.800000,0.000000,12,16,21,28,50,70,110,250,280,280,280,255,0,12,22.523356078411727,5.118099972605705,277.4461000226438,194.07450980392156
1773061876,10,,Aggregated,5.300000,0.000000,12,16,21,28,50,70,110,250,280,280,280,256,1,12,22.47137148424372,5.118099972605705,277.4461000226438,193.5859375
1773061877,10,,Aggregated,5.300000,0.000000,12,16,21,28,46,67,110,250,280,280,280,261,1,12,22.40771264323101,5.118099972605705,277.4461000226438,191.5977011494253
1773061878,10,,Aggregated,5.100000,0.000000,13,17,23,28,50,70,120,250,280,280,280,267,2,13,23.096246816207437,5.118099972605705,277.4461000226438,191.89138576779027
1773061879,10,,Aggregated,5.100000,0.000000,12,17,23,28,46,70,120,250,280,280,280,271,2,12,22.869654611952438,5.118099972605705,277.4461000226438,190.97047970479704
1773061880,10,,Aggregated,4.700000,0.200000,12,16,22,28,46,70,120,250,280,280,280,277,4,12,22.663909746485256,5.118099972605705,277.4461000226438,189.5667870036101
1773061881,10,,Aggregated,5.100000,0.200000,12,16,22,28,46,70,120,250,280,280,280,280,5,12,22.526496784744918,5.118099972605705,277.4461000226438,189.39285714285714
1773061882,10,,Aggregated,4.800000,0.400000,12,16,21,28,43,67,120,250,280,280,280,286,5,12,22.302959090297378,5.118099972605705,277.4461000226438,191.44055944055944
1773061883,10,,Aggregated,4.800000,0.400000,12,16,21,28,43,67,120,250,280,280,280,289,7,12,22.239593770854484,5.118099972605705,277.4461000226438,190.34602076124568
1773061884,10,,Aggregated,4.800000,0.400000,12,16,21,28,43,67,120,250,280,280,280,289,7,12,22.239593770854484,5.118099972605705,277.4461000226438,190.34602076124568
1773061885,10,,Aggregated,5.200000,0.700000,12,16,21,28,42,67,120,250,280,280,280,295,10,12,22.026051863065085,5.118099972605705,277.4461000226438,189.03728813559323
1773061886,10,,Aggregated,5.200000,0.700000,12,15,21,28,42,67,120,250,280,280,280,299,10,12,21.868729764162673,5.118099972605705,277.4461000226438,189.56521739130434
1773061887,10,,Aggregated,5.200000,0.700000,12,15,21,28,42,67,120,250,280,280,280,299,10,12,21.868729764162673,5.118099972605705,277.4461000226438,189.56521739130434
1773061888,10,,Aggregated,3.900000,0.900000,12,16,21,28,43,70,110,200,280,280,280,304,11,12,22.286709865990193,5.118099972605705,277.4461000226438,190.01315789473685
1773061889,10,,Aggregated,4.100000,0.900000,12,16,21,28,43,70,110,200,280,280,280,308,12,12,22.175302919508383,5.118099972605705,277.4461000226438,188.80844155844156
1773061890,10,,Aggregated,3.900000,0.900000,12,16,21,28,42,70,110,200,280,280,280,314,14,12,21.89640222735715,5.118099972605705,277.4461000226438,187.75477707006368
1773061891,10,,Aggregated,3.900000,0.900000,12,15,20,27,41,67,110,200,280,280,280,322,15,12,21.525124221698885,5.118099972605705,277.4461000226438,185.5062111801242
1773061892,10,,Aggregated,3.900000,0.900000,12,15,20,27,41,67,110,200,280,280,280,322,15,12,21.525124221698885,5.118099972605705,277.4461000226438,185.5062111801242
1773061893,10,,Aggregated,4.400000,1.000000,12,15,20,27,41,67,110,200,280,280,280,324,15,12,21.4407895041348,5.118099972605705,277.4461000226438,185.07716049382717
1773061894,10,,Aggregated,3.800000,1.000000,12,15,20,27,41,67,110,200,280,280,280,328,17,12,21.351114022275773,5.118099972605705,277.4461000226438,184.8018292682927
1773061895,10,,Aggregated,3.300000,0.800000,12,16,21,28,43,77,120,200,280,280,280,335,18,12,22.15741462519031,5.118099972605705,277.4461000226438,183.68059701492538
1773061896,10,,Aggregated,3.700000,1.000000,12,16,21,27,43,77,120,200,280,280,280,336,18,12,22.16927410544096,5.118099972605705,277.4461000226438,183.42559523809524
1773061897,10,,Aggregated,4.200000,0.900000,12,16,21,27,43,77,120,200,280,280,280,338,18,12,22.083207690391205,5.118099972605705,277.4461000226438,183.04142011834318
1773061898,10,,Aggregated,3.600000,0.800000,12,15,21,27,43,70,120,200,280,280,280,343,18,12,21.984973176024074,5.118099972605705,277.4461000226438,182.86297376093293
1773061899,10,,Aggregated,3.700000,0.800000,12,15,21,27,43,70,120,200,280,280,280,349,18,12,21.753930943727195,5.118099972605705,277.4461000226438,183.92263610315186
1773061900,10,,Aggregated,3.800000,0.700000,12,15,20,27,42,70,110,200,280,280,280,357,18,12,21.596394116332863,5.118099972605705,277.4461000226438,183.23529411764707
1773061901,10,,Aggregated,3.800000,0.700000,12,15,20,27,42,70,110,200,280,280,280,357,18,12,21.596394116332863,5.118099972605705,277.4461000226438,183.23529411764707
1773061902,10,,Aggregated,3.900000,0.600000,12,15,20,26,41,70,110,200,280,280,280,361,18,12,21.469843766066425,5.118099972605705,277.4461000226438,183.03047091412742
1773061903,10,,Aggregated,3.500000,0.300000,12,15,20,26,42,70,110,200,280,280,280,369,18,12,21.32305907695062,5.118099972605705,277.4461000226438,181.7642276422764
1773061904,10,,Aggregated,3.700000,0.300000,12,15,20,27,42,70,110,200,280,280,280,370,18,12,21.36480107941237,5.118099972605705,277.4461000226438,181.52972972972972
1773061905,10,,Aggregated,3.900000,0.300000,12,15,20,26,42,70,110,200,280,280,280,377,18,12,21.258924666555,5.118099972605705,277.4461000226438,181.79045092838197
1773061906,10,,Aggregated,3.900000,0.300000,12,15,20,26,42,70,110,200,280,280,280,377,18,12,21.258924666555,5.118099972605705,277.4461000226438,181.79045092838197
1773061907,10,,Aggregated,4.100000,0.000000,12,15,20,27,43,70,110,200,280,280,280,380,18,12,21.31789157712391,5.118099972605705,277.4461000226438,182.0157894736842
1773061908,10,,Aggregated,4.200000,0.000000,12,15,19,26,42,67,110,200,280,280,280,388,18,12,21.077136854465916,5.118099972605705,277.4461000226438,182.15721649484536
1773061909,10,,Aggregated,4.300000,0.000000,12,14,19,25,41,67,110,200,280,280,280,392,18,12,20.970770151934072,5.118099972605705,277.4461000226438,181.61989795918367
1773061910,10,,Aggregated,4.400000,0.000000,12,14,19,24,41,67,110,200,280,280,280,399,18,12,20.802138845919444,5.118099972605705,277.4461000226438,182.28320802005013
1773061911,10,,Aggregated,4.100000,0.000000,12,14,19,24,41,64,110,160,280,280,280,407,18,12,20.562110809696247,5.118099972605705,277.4461000226438,181.42014742014743
1773061912,10,,Aggregated,4.100000,0.000000,12,14,19,24,41,64,110,160,280,280,280,407,18,12,20.562110809696247,5.118099972605705,277.4461000226438,181.42014742014743
1773061913,10,,Aggregated,4.200000,0.000000,12,14,19,24,41,67,110,170,280,280,280,409,18,12,20.917856967313476,5.118099972605705,277.4461000226438,181.51100244498778
1773061914,10,,Aggregated,4.800000,0.000000,12,14,19,24,41,67,110,170,280,280,280,414,18,12,20.827169081022973,5.118099972605705,277.4461000226438,180.65942028985506
1773061915,10,,Aggregated,4.600000,0.000000,12,14,19,24,41,67,110,170,280,280,280,419,18,12,20.743546299780842,5.118099972605705,277.4461000226438,180.76849642004774
1773061916,10,,Aggregated,4.000000,0.000000,11,14,19,24,39,64,110,170,280,280,280,424,18,11,20.64766084807178,5.118099972605705,277.4461000226438,180.49764150943398
1773061917,10,,Aggregated,3.900000,0.000000,11,14,18,24,39,64,110,170,280,280,280,430,18,11,20.475129300977514,5.118099972605705,277.4461000226438,180.06279069767442
1773061918,10,,Aggregated,4.400000,0.000000,11,14,18,23,39,64,110,170,280,280,280,432,18,11,20.41795138750415,5.118099972605705,277.4461000226438,179.8287037037037
1773061919,10,,Aggregated,4.500000,0.000000,11,14,18,23,39,64,110,170,280,280,280,436,18,11,20.336558255463103,5.118099972605705,277.4461000226438,180.53440366972478
1773061920,10,,Aggregated,4.400000,0.000000,11,14,18,23,38,64,110,170,280,280,280,444,18,11,20.155209682982516,5.118099972605705,277.4461000226438,181.7972972972973
1773061921,10,,Aggregated,4.400000,0.000000,11,14,18,23,39,64,110,170,280,280,280,445,18,11,20.197494605064307,5.118099972605705,277.4461000226438,181.60898876404494
